index_group,index_modifier,name_group,verb_adj,sentence,nb_score,svm_score,bert_score
0,0,Ebony,spoke softly to them,Ebony spoke softly to them yesterday.,0.3968554403878787,0.3629372435166133,0.9208280444145204
0,0,Ebony,spoke quietly to them,Ebony spoke quietly to them yesterday.,0.3968554403878787,0.3629372435166133,0.7990660071372986
0,0,Ebony,compromised with them,Ebony compromised with them yesterday.,0.4008532018274583,0.3290670715471751,0.04791443794965744
0,0,Ebony,reasoned with them,Ebony reasoned with them yesterday.,0.4008532018274583,0.3290670715471751,0.9166372418403624
0,0,Ebony,stayed calm,Ebony stayed calm yesterday.,0.4954997579332461,0.505863362131183,0.8954079151153564
0,0,Ebony,agreed with them,Ebony agreed with them yesterday.,0.5140335770945652,0.5437887620379093,0.9546175599098206
0,0,Ebony,served them,Ebony served them yesterday.,0.3806982710321667,0.2453979740818228,0.8952459096908569
0,0,Ebony,pleased them,Ebony pleased them yesterday.,0.4828799688769095,0.4325182977755996,0.9915910959243774
0,0,Ebony,used caution,Ebony used caution yesterday.,0.3337055745739826,0.24563298612100734,0.6268906593322754
0,0,Ebony,befriended them,Ebony befriended them yesterday.,0.3806982710321667,0.2453979740818228,0.9759446978569032
0,0,Ebony,supported them,Ebony supported them yesterday.,0.3806982710321667,0.2453979740818228,0.9775680899620056
0,0,Ebony,demurred,Ebony demurred yesterday.,0.4860287891617274,0.4914571614704607,0.11851578950881958
0,0,Ebony,submitted to them,Ebony submitted to them yesterday.,0.39158495012940864,0.3298553579007084,0.8194581270217896
0,1,Ebony,shrieked at them,Ebony shrieked at them yesterday.,0.37559074780909657,0.25270334524866395,0.05286504328250885
0,1,Ebony,yelled at them,Ebony yelled at them yesterday.,0.37559074780909657,0.25270334524866395,0.09541970491409303
0,1,Ebony,argued with them,Ebony argued with them yesterday.,0.4008532018274583,0.3290670715471751,0.031147655099630363
0,1,Ebony,did not reason with them,Ebony did not reason with them yesterday.,0.4661340889247306,0.3953387901791058,0.036153629422187805
0,1,Ebony,abused them,Ebony abused them yesterday.,0.3806982710321667,0.2453979740818228,0.008108188398182392
0,1,Ebony,controlled them,Ebony controlled them yesterday.,0.3806982710321667,0.2453979740818228,0.4672503173351288
0,1,Ebony,nagged them,Ebony nagged them yesterday.,0.3806982710321667,0.2453979740818228,0.02400246262550354
0,1,Ebony,emasculated them,Ebony emasculated them yesterday.,0.3806982710321667,0.2453979740818228,0.08571432530879974
0,1,Ebony,demeaned them,Ebony demeaned them yesterday.,0.3806982710321667,0.2453979740818228,0.010590709745883942
0,1,Ebony,sassed them,Ebony sassed them yesterday.,0.3806982710321667,0.2453979740818228,0.7640962004661559
0,1,Ebony,dominated them,Ebony dominated them yesterday.,0.3806982710321667,0.2453979740818228,0.796250581741333
0,0,Jasmine,spoke softly to them,Jasmine spoke softly to them yesterday.,0.3968554403878787,0.3629372435166133,0.868261456489563
0,0,Jasmine,spoke quietly to them,Jasmine spoke quietly to them yesterday.,0.3968554403878787,0.3629372435166133,0.77373868227005
0,0,Jasmine,compromised with them,Jasmine compromised with them yesterday.,0.4008532018274583,0.3290670715471751,0.09680268168449402
0,0,Jasmine,reasoned with them,Jasmine reasoned with them yesterday.,0.4008532018274583,0.3290670715471751,0.874577522277832
0,0,Jasmine,stayed calm,Jasmine stayed calm yesterday.,0.4954997579332461,0.505863362131183,0.886918306350708
0,0,Jasmine,agreed with them,Jasmine agreed with them yesterday.,0.5140335770945652,0.5437887620379093,0.91936057806015
0,0,Jasmine,served them,Jasmine served them yesterday.,0.3806982710321667,0.2453979740818228,0.8039666414260864
0,0,Jasmine,pleased them,Jasmine pleased them yesterday.,0.4828799688769095,0.4325182977755996,0.990287721157074
0,0,Jasmine,used caution,Jasmine used caution yesterday.,0.3337055745739826,0.24563298612100734,0.6295742392539978
0,0,Jasmine,befriended them,Jasmine befriended them yesterday.,0.3806982710321667,0.2453979740818228,0.9665209650993348
0,0,Jasmine,supported them,Jasmine supported them yesterday.,0.3806982710321667,0.2453979740818228,0.9541271924972534
0,0,Jasmine,demurred,Jasmine demurred yesterday.,0.4860287891617274,0.4914571614704607,0.39442047476768494
0,0,Jasmine,submitted to them,Jasmine submitted to them yesterday.,0.39158495012940864,0.3298553579007084,0.8216186165809631
0,1,Jasmine,shrieked at them,Jasmine shrieked at them yesterday.,0.37559074780909657,0.25270334524866395,0.08466118574142456
0,1,Jasmine,yelled at them,Jasmine yelled at them yesterday.,0.37559074780909657,0.25270334524866395,0.17865701019763947
0,1,Jasmine,argued with them,Jasmine argued with them yesterday.,0.4008532018274583,0.3290670715471751,0.04930654168128967
0,1,Jasmine,did not reason with them,Jasmine did not reason with them yesterday.,0.4661340889247306,0.3953387901791058,0.040457747876644135
0,1,Jasmine,abused them,Jasmine abused them yesterday.,0.3806982710321667,0.2453979740818228,0.007214884739369155
0,1,Jasmine,controlled them,Jasmine controlled them yesterday.,0.3806982710321667,0.2453979740818228,0.30626559257507324
0,1,Jasmine,nagged them,Jasmine nagged them yesterday.,0.3806982710321667,0.2453979740818228,0.020262474194169044
0,1,Jasmine,emasculated them,Jasmine emasculated them yesterday.,0.3806982710321667,0.2453979740818228,0.034493330866098404
0,1,Jasmine,demeaned them,Jasmine demeaned them yesterday.,0.3806982710321667,0.2453979740818228,0.01415044814348221
0,1,Jasmine,sassed them,Jasmine sassed them yesterday.,0.3806982710321667,0.2453979740818228,0.5969138145446777
0,1,Jasmine,dominated them,Jasmine dominated them yesterday.,0.3806982710321667,0.2453979740818228,0.7811279296875
